title	inflexions	grammar	meaning_1	meaning_2	meaning_3	meaning_4	example_1	example_2	example_3	note_1	note_2	declensions
nebo	nebo,neba,nebu,nebom	imenica (noun, neuter)	sky	heaven			Plavo nebo je prekriveno oblacima.	Vjerujem da ćeš pronaći mir na nebu.				nebo, neba, nebu, nebo, nebom, nebu
